SlNo,CustomerName,Region,TINR,ENGR,IU,HasComplaints
1118,ABB AUSTRALIA,EXP,47,AM,1,0
1119,INDUSTRIAL CONTROL SYSTEM,RN,816,NK,1,0
1120,ABB LIMITED A/C PGGI A/C NEA,IDTO,433,KS,0,1
1121,ABB LIMITED A/C PGHVS ,IDTO,320,NK,1,1
1122,ABB SOUTH AFRICA,EXP,2570,AM,1,0
1123,ABB SOUTH AFRICA,EXP,65,AM,1,0
1124,JSW PROJECTS,RS,3900,AN,1,0
1125,LECON ENERGETICS,RS,100,NK,1,0
1126,ABB SWITZERLAND,EXP,2541,AM,1,0
1127,JMP INDUSTRIES,RN,145,NK,1,0
1128,ANS ELECTRIC,RW,229,NK,1,0
1129,ANS ELECTRIC,RW,128,NK,1,0
1130,AGS POWER SOLUTIONS,RW,447,NK,1,1
1131,ABHISHEK ELECTRICALS,RN,133,NK,1,0
1132,SR DYNAMICS,RE,59,NK,1,0
1133,SCHNEIDER ELECTRIC,RN,895,NK,1,1
1134,FL SMITH A/C TANCEM CEMENT,RC,4000,AM,1,0
1135,ABB FINLAND,EXP,326,AM,1,0
1136,ELECTROTHERM LIMITED,RW,121,NK,1,0
1137,MEGHA ENGINEERING A/C NMDC,RS,6000,RU,1,0
1138,MICRON ELECTRICALS A/C KPTCL,RS,700,RU,0,1
1139,ABB CANADA,EXP,373,AM,1,0
1140,ABB CANADA,EXP,244,AM,1,0
1141,ABB CANADA,EXP,98,AM,1,0
1142,ABB CANADA,EXP,796,AM,1,0
1143,ABB CANADA,EXP,62,AM,1,0
1144,ABB CANADA,EXP,168,AM,1,0
1145,ABB CANADA,EXP,865,AM,1,0
1146,ABB CANADA,EXP,278,AM,1,0
1147,ABB CANADA,EXP,753,AM,1,0
1148,ABB CANADA,EXP,112,AM,1,0
1149,ABB CANADA,EXP,411,AM,1,0
1150,ABB CANADA,EXP,1430,AM,1,0
1151,ABB CANADA,EXP,875,AM,1,0
1152,ABB CANADA,EXP,170,AM,1,0
1153,ABB CANADA,EXP,1400,AM,1,0
1154,ABB CANADA,EXP,97,AM,1,0
1155,ABB CANADA,EXP,217,AM,1,0
1156,ABB CANADA,EXP,535,AM,1,0
1157,SHREE CEMENT LIMITED,RN,1260,AN,1,0
1158,SHREE CEMENT LIMITED,RN,2300,AN,1,0
1159,ABB CANADA,EXP,105,AM,1,0
1160,ABB CANADA,EXP,4600,AM,1,0
1161,ABB CANADA,EXP,1600,AM,1,0
1162,ABB CANADA,EXP,923,AM,1,0
1163,ABB CANADA,EXP,276,AM,1,0
1164,ABB SOUTH AFRICA,EXP,27,AM,1,0
1165,TOYO ENGINEERING A/C CHAMBAL FERTILISER,RW,3880,AN,1,0
1166,ABB SOUTH AFRICA,EXP,1734,AM,1,0
1167,ABB SOUTH AFRICA,EXP,2963,AM,1,0
1168,JK POWER A/C KPTCL,RS,2100,NK,0,1
1169,Sterling and Wilson a/c CSPTCL,RW,1500,NK,0,0
1170,Sterling and Wilson a/c CSPTCL,RW,1500,NK,0,0
1171,GE T&D A/C KPTCL,RN,750,RU,0,1
1172,ABB CANADA,EXP,25.5,AM,1,0
1173,ABB INDONESIA ,EXP,588,AM,1,0
1174,ABB ABU DHABI,EXP,84,AM,1,0
1175,ABB UK,EXP,107,AM,1,0
1176,ABB LIMITED A/C PGGI A/C PGCIL VIZAG,IDTO,420,NK,1,1
1177,SIGMA INFRASTRUCTURE ,RE,24,NK,0,0
1178,BNC POWER PROJECTS LIMITED A/C MSETCL,RW,270,NK,0,0
1179,VINOD ELECTRICALS A/C MES UDHAMPUR,RN,1540,NK,1,0
1180,ABB LIMITED A/C IAPI A/C VILAYAT,IDTO,8000,AN,1,1
1181,KRC CONSTRUCTIONS A/C CSPDCL,RE,4032,NK,0,1
1182,ABB SWITZERLAND,EXP,2480,AM,1,0
1183,ABB SOUTH AFRICA,EXP,84,AM,1,0
1184,ABB SOUTH AFRICA,EXP,1493,AM,1,0
1185,ABB SOUTH AFRICA,EXP,1647,AM,1,0
1186,ABB SOUTH AFRICA,EXP,135,AM,1,0
1187,ABB SOUTH AFRICA,EXP,325,AM,1,0
1188,ABB BULGARIA,EXP,1130,AM,1,1
1189,ABB AUSTRALIA,EXP,29,AM,1,0
1190,NIKUM ENERGY,RN,699,NK,1,0
1191,SPECTRUM CONSULTANTS,RS,170,NK,0,0
1192,ABB TURKEY,EXP,3900,AM,1,0
1193,SHREE CEMENT LIMITED,RN,1260,AN,1,0
1194,Stambh A/c upptcl,RN,1300,NK,0,0
1195,ABB TURKEY,EXP,48,AM,1,0
1196,ABB SWEDEN,EXP,30,AM,1,0
1197,RUBBERMAN INDIA,RE,500,NK,1,1
1198,OUDH SUGAR MILLS,RN,25,NK,1,1
1199,HAZIRA LNG PVT LTD,RW,136,NK,1,0
1200,ABB AUSTRALIA,EXP,500,AM,1,0
1201,ETA A/C KPTCL,RS,223.8,NK,0,1
1202,ABB LIMITED A/C DMDR A/C ADANI,IDTO,2600,RU,1,0
1203,ABB SOUTH AFRICA,EXP,5500,AM,1,0
1204,ABB SOUTH AFRICA,EXP,1080,AM,1,0
1205,WINPOWER,RE,39,AN,0,1
1206,ABB FINLAND,EXP,650,AM,1,0
1207,ABB LIMITED A/C IAPI A/C ULTRATECH,IDTO,7370,AM,1,1
1208,AGS POWER SOLUTIONS,RW,916,NK,0,1
1209,ABB EGYPT,EXP,73,AM,1,0
1210,ABB CANADA,EXP,1586,AM,1,0
1211,ABB SWITZERLAND,EXP,2500,AM,1,0
1212,ABB SWITZERLAND,EXP,550,AM,1,0
1213,ABB UK,EXP,110,AM,1,0
1214,ABB UK,EXP,261,AM,1,0
1215,ABB TURKEY,EXP,59,AM,1,0
1216,ABB CZECH,EXP,123,AM,1,0
1217,JMP INDUSTRIES,RN,87,NK,1,0
1218,RELIANCE INDUSTRIES,RW,62,NK,1,1
1219,SURGO INFRASTRUCTURE,RS,380,RU,0,0
1220,EMAMI CEMENT LIMITED,RE,3567,AN,1,1
1221,JK LAKSHMI CEMENT,RW,30,NK,1,0
1222,SALSAN STEEL,RN,749,RU,1,0
1223,ABB SOUTH AFRICA,EXP,143,AM,1,0
1224,JSW Steel Limited ,RW,127,NK,1,0
1225,ELECTRONIC INSTRUMENTS INDUSTRIES,RN,325,NK,1,0
1226,PRAKASH FERROUS INDUSTRIES PVT LTD,RS,46,NK,1,0
1227,ABB TURKEY,EXP,1530,AM,1,0
1228,SHUBH MARKETING,RW,121,NK,1,0
1229,ABB SWITZERLAND,EXP,574,AM,1,0
1230,TRANSFORMERS N RECTIFIERS LTD,RW,1590,NK,1,0
1231,ABB AUSTRALIA,EXP,235,AM,1,0
1232,ABB AUSTRALIA,EXP,108,AM,1,0
1233,AGS POWER SOLUTIONS,RW,333,NK,1,1
1234,MARUTI SUZUKI,RN,453,NK,1,0
1235,SIEMENS LIMITED,RN,2530,KS,0,0
1236,ABB FINLAND,EXP,336,AM,1,0
1237,KSEB,RS,1948,AN,0,0
1238,TECHNO ELECTRIC A/C PGCIL NR STATCOM,RE,32000,RU,0,0
1239,TECHNO ELECTRIC A/C PGCIL NR STATCOM,RE,16000,RU,0,0
1240,TECHNO ELECTRIC A/C PGCIL NR STATCOM,RE,15900,RU,0,0
1241,GE T&D A/C CSPTCL,RN,4179,NK,0,0
1242,ABB CANADA,EXP,419,AM,1,0
1243,ABB AUSTRALIA,EXP,46,AM,1,0
1244,ABB AUSTRALIA,EXP,216,AM,1,0
1245,ABB AUSTRALIA,EXP,201,AM,1,0
1246,ABB AUSTRALIA,EXP,19,AM,1,0
1247,ABB AUSTRALIA,EXP,43,AM,1,0
1248,SIEMENS LIMITED A/C JSW CEMENT,RW,1220,AN,1,1
1249,ASIAN FABTECH A/C KPTCL,RS,355,RU,0,1
1250,SS ENTERPRISES A/C WBSETCL,RE,367,NK,0,0
1251,SS ENTERPRISES A/C WBSETCL,RE,183,NK,0,0
1252,SR DYNAMICS,RE,43,NK,0,0
1253,SPECTRUM A/C KPTCL,RS,27,NK,0,1
1254,ABB LIMITED A/C IAP A/C WONDER CEMENT,IDTO,1550,RU,1,1
1255,HINDALCO INDUSTRIES,RN,259,NK,1,0
1256,ABB SOUTH AFRICA,EXP,1800,AM,1,0
1257,TRANSFORMERS N RECTIFIERS LTD,RW,1590,NK,1,0
1258,TRANSFORMERS N RECTIFIERS LTD,RW,928,NK,1,0
1259,HINDALCO INDUSTRIES,RN,180,NK,1,0
1260,GE T&D A/C CSPTCL,RN,1390,NK,0,0
1261,LECON ENERGETICS,RS,31,NK,1,0
1262,SYSTEM CONTROLS,RN,420,RU,1,0
1263,SUBTLEWEIGHT ELECTRIK,RE,940,RU,1,0
1264,BNC POWER PROJECTS LIMITED A/C MSETCL,RW,196,NK,0,0
1265,ABB TAIWAN,EXP,440,AM,1,0
1266,QUALITY POWER,RW,58,RU,1,1
1267,AGS POWER SOLUTIONS,RW,54,NK,1,1
1268,ABHISHEK ELECTRICALS,RN,96,NK,1,0
1269,RONGXIN PROJECTS PVT LIMITED,RE,2900,RU,0,0
1270,ABB SWITZERLAND,EXP,2580,AM,1,0
1271,ABB SWITZERLAND,EXP,810,AM,1,0
1272,ABB CANADA,EXP,1310,AM,1,0
1273,ABB TAIWAN,EXP,18,AM,1,0
1274,ABB ROMANIA,EXP,200,AM,1,0
1275,GAJA ENGINEERING A/C KPTCL,RS,738,RU,0,1
1276,SJS ELECTRICALS A/C KPTCL,RS,360,RU,0,1
1277,ABB SOUTH AFRICA,EXP,19,AM,1,0
1278,DEW ENERGY,RN,243,NK,1,0
1279,ABB BANGLADESH,EXP,2508,AN,1,0
1280,PRIMETALS TECHNOLOGIES,RE,9800,AM,1,0
1281,TD POWER SYSTEMS LIMITED,RS,45,NK,1,0
1282,RAJPUTANA CABLES AND CONDUCTORS,RE,11230,NK,0,0
1283,KALPATRU POWER TRANSMISSION LIMITED,RN,9440,NK,0,0
1284,KALPATRU POWER TRANSMISSION LIMITED,RN,9440,NK,0,0
1285,AGS POWER SOLUTIONS,RW,366,NK,1,1
1286,ABB LIMITED A/C WBSETCL,IDTO,1470,NK,0,1
1287,ABB LIMITED A/C PGHVS A/C MCPI,IDTO,2136,AN,1,1
1288,ABB CANADA,EXP,23,AM,1,0
1289,ABB SWITZERLAND,EXP,582,AM,1,0
1290,ABB TURKEY,EXP,139,AM,1,0
1291,ABB AUSTRALIA,EXP,50,AM,1,0
1292,ABB TURKEY,EXP,220,AM,1,0
1293,ABB TURKEY,EXP,450,AM,1,0
1294,INNOTECH,RS,476,NK,0,1
1295,AGS POWER SOLUTIONS,RW,1784,NK,1,1
1296,ABB LIMITED A/C PGTR,IDTO,66000,RU,1,1
1297,TORRENT POWER,RW,2280,AM,0,0
1298,GAJA ENGINEERING A/C KPTCL,RS,369,RU,0,1
1299,GAJA ENGINEERING A/C KPTCL,RS,738,RU,0,1
1300,FLSMITH A/C TANCEM CEMENT,RC,352,AM,1,0
1301,HINDALCO INDUSTRIES,RS,1300,RU,1,0
1302,AGS POWER SOLUTIONS,RC,260,NK,1,1
1303,ABB BELGIUM,EXP,40,AM,1,0
1304,ABB CANADA,EXP,1286,AM,1,0
1305,SHREE CEMENT LIMITED,RN,3750,AN,1,0
1306,JINDAL ALUMINIUM LIMITED,RS,38,NK,1,1
1307,ETA ENGINEERS A/C KPTCL,RS,447,RU,0,1
1308,FL SMIDTH A/C KERNEOS INDIA ALUMINATE,RC,310,AM,1,0
1309,FL SMIDTH A/C sarbottam,RC,220,AM,1,0
1310,ELECTROTHERM INDIA,RW,7500,RU,1,0
1311,ABB INDIA LIMITED A/C PGGI -S,IDTO,1920,KS,0,0
1312,BHILOSA INDUSTRIES ,RW,6730,NK,1,0
1313,AGS POWER SOLUTIONS,RW,215,NK,1,1
1314,MRF LIMITED,RC,880,NK,1,1
1315,ABB SWITZERLAND,EXP,38,AM,1,0
1316,ABB SOUTH AFRICA,EXP,60,AM,1,0
1317,SMS INDIA PVT LTD,RN,4900,AN,1,0
1318,TORRENT POWER,RW,2280,AM,1,0
1319,TORRENT POWER,RW,24500,AM,1,0
1320,SS ENTERPRISES A/C WBSETCL,RE,272,NK,0,0
1321,TOYOTA KIRLOSKAR MOTOR,RS,76,NK,1,0
1322,DEVASHREE ISPAT LTD,RS,110,NK,1,0
1323,ABB brazil,EXP,71,AM,1,0
1324,ABB SOUTH AFRICA,EXP,818,AM,1,0
1325,A2Z INFRA ENGINEERING LIMITED,RN,3000,NK,0,0
1326,ABB CANADA,EXP,2090,AM,1,0
1327,ABB TURKEY,EXP,33,AM,1,0
1328,ABB INDIA LIMITED A/C IA A/C ANDHRA SUGAR,IDTO,6600,AN,1,0
1329,KASHMIRILAL CONSTRUCTIONS A/C UPCL,RN,2300,AN,0,0
1330,ABB SINGAPORE,EXP,1300,AM,1,1
1331,ABB BULGARIA,EXP,58,AM,1,1
1332,ABB SOUTH AFRICA,EXP,74,AM,1,0
1333,AGS POWER SOLUTIONS,RW,469,NK,1,1
1334,TATA STEEL LIMITED,RE,642,NK,1,1
1335,HINDALCO INDUSTRIES,RE,13300,AN,1,0
1336,SCHNEIDER ELECTRIC A/C BSES,RN,3990,RU,0,1
1337,ENERGYPAC ENGINEERING LIMITED,EXP,6750,AN,1,0
1338,KRC CONSTRUCTIONS A/C CSPDCL,RE,5000,NK,0,1
1339,ABB SINGAPORE,EXP,1500,AM,1,1
1340,NECESSA TECHNOLOGIES A/C PUVVNL,RN,0,RU,0,0
1341,MUKAND LIMITED,RW,2000,NK,1,0
1342,SPECTRUM CONSULTANTS,RS,55,NK,0,0
1343,ABB SOUTH AFRICA,EXP,175,AM,1,0
1344,ABB CANADA,EXP,756,AM,1,0
1345,ABB SWITZERLAND,EXP,951,AM,1,0
1346,ABB CHINA,EXP,352,AM,1,0
1347,EATEC ENGINEERING SOLUTIONS,RW,57.6,NK,1,0
1348,MODERN TRANSFORMERS A/C UPPTCL,RN,1300,NK,0,0
1349,ALFA ENGINEERS,RW,240,NK,1,0
1350,TRISQUARE SWITCHGEARS PVT LTD,RN,652,NK,1,0
1351,AGS POWER SOLUTIONS,RW,588,NK,1,1
1352,L&T EHIOPIA,EXP,10400,RU,1,1
1353,TECHNO ELECTRIC A/C JHARKHAND,RE,960,NK,0,0
1354,TECHNO ELECTRIC A/C JHARKHAND,RE,1920,NK,0,0
1355,TECHNO ELECTRIC A/C JHARKHAND,RE,2400,NK,0,0
1356,TECHNO ELECTRIC A/C JHARKHAND,RE,3360,NK,0,0
1357,TATA PROJECTS LIMITED A/C NORTH BIHAR,RN,860,NK,0,0
1358,TATA PROJECTS LIMITED A/C NORTH BIHAR,RN,2580,NK,0,0
1359,TATA PROJECTS LIMITED A/C NORTH BIHAR,RN,4300,NK,0,0
1360,ABB CANADA,EXP,4420,AM,1,0
1361,ABB CANADA,EXP,124,AM,1,0
1362,ABB TURKEY,EXP,73,AM,1,0
1363,SWASTIK ENGINEERS,RN,734,NK,1,0
1364,HS SONI A/C JSW BALLARI,RS,100,NK,1,0
1365,POSITIVE SOLUTION,RW,120,NK,1,0
1366,GODREJ A/C WBSETCL,RW,2450,NK,0,0
1367,AB POWER SYSTEMS,RW,77,NK,1,0
1368,SPECTRUM,RS,55,NK,0,0
1369,DEVASHREE ISPAT LTD,RS,83,NK,1,0
1370,SRI SAI RANGA AGENCIES,RS,67,NK,1,0
1371,BHILOSA INDUSTRIES ,RW,1900,NK,1,0
1372,ABB SOUTH AFRICA,EXP,9500,AM,1,0
1373,ABB CANADA,EXP,200,AM,1,0
1374,ANDRITZ HYDRO,RW,58,NK,1,0
1375,RUBBERMAN INDIA,RW,335,NK,1,0
1376,SS ENTERPRISES A/C WBSETCL,RE,170,NK,0,0
1377,ABB COLUMBIA,EXP,522,AM,1,0
1378,MAA BHAGWATI ENGINEERING,RW,120,NK,1,1
1379,SPECTRUM,RS,47,NK,0,0
1380,MBM CONSTRUCTIONS A/C KPTCL,RS,370,RU,0,1
1381,MBM CONSTRUCTIONS A/C KPTCL,RS,370,RU,0,1
1382,OWENS CORNING INDIA PVT LTD,RW,1330,AM,1,1
1383,ABB CANADA,EXP,956,AM,1,0
1384,ABB TURKEY,EXP,405,AM,1,0
1385,ABB TURKEY,EXP,106,AM,1,0
1386,ABB INDIA LIMITED A/C IA-PI,IDTO,2500,AN,1,1
1387,JINDAL ALUMINIUM LIMITED,RS,38,NK,1,1
1388,ABB INDIA LIMITED A/C IA-PI A/C ACC SINDRI,IDTO,21,AN,1,1
1389,QUALITY POWER,RW,368,RU,1,1
1390,QUALITY POWER,RW,18000,RU,1,1
1391,BT PROJECTS PVT LIMITED,RE,1150,AN,1,0
1392,SPECTRUM,RS,55,NK,0,0
1393,JONES LANG A/C SHELL,RS,284,AN,1,0
1394,SAHASRA ELECTRICALS A/C KPTCL,RS,340,NK,0,1
1395,JK POWER A/C KPTCL,RS,680,NK,0,1
1396,AV INFRASTRUCTURE A/C CSPTCL,RN,1500,NK,0,0
1397,KEC INTERNATIONAL A/C KPTCL,RN,355,NK,0,1
1398,CARBORUNDUM,RS,71,AM,1,0
1399,ABB COLUMBIA,EXP,39,AM,1,0
1400,NUVOCO VISTAS,RW,190,NK,1,0
1401,BHUSHAN POWER & STEEL,RN,3350,NK,1,0
1402,ABB CANADA,EXP,140,AM,1,0
1403,SS ENTERPRISES A/C WBSETCL,RE,200,NK,0,0
1404,ABB UK,EXP,110,AM,1,0
1405,ABB UK,EXP,110,AM,1,0
1406,ABB BULGARIA,EXP,59,AM,1,1
1407,GANGAVARAM PORT,RS,33.6,NK,1,0
1408,HZL UDAIPUR,RN,256,NK,1,0
1409,SIGMA CONSTRUCTION,RE,190,NK,0,0
1410,SCAN STEEL LIMITED,RE,100,NK,1,0
1411,SPECTRUM,RS,348,NK,0,0
1412,ABB SWITZERLAND,EXP,2750,AM,1,0
1413,ABB SWITZERLAND,EXP,1540,AM,1,0
1414,ABB LIMITED A/C PGGI A,IDTO,486,NK,0,0
1415,ABB LIMITED A/C DM MOTOR MANEJA,IDTO,48,NK,1,0
1416,ABB INDONESIA PT SAKTI,EXP,794,AM,1,0
1417,TTK PRESTIGE,RW,93,NK,1,0
1418,BHARAT OMAN REFINERIES A/C EIL,RN,12980,AN,1,0
1419,ABB TAIWAN,EXP,369,AM,1,0
1420,LNV TECHNOLOGY,RC,520,NK,1,0
1421,BHANDARI ENTERPRISES A/C CESC,RE,725,AM,0,0
1422,BHANDARI ENTERPRISES A/C CESC,RE,992,AM,0,0
1423,INNOTECH,RS,205,NK,0,1
1424,SHIRDI SAI ELECTRICALS,RS,10630,NK,0,1
1425,BAJAJ ELECTRICALS A/C WBSETCL,RW,2500,NK,0,0
1426,ABB ROMANIA,EXP,153,AM,1,0
1427,INELEC ENGINEERS,RS,112,NK,1,1
1428,INELEC ENGINEERS,RS,112,NK,1,1
1429,INELEC ENGINEERS,RS,2700,NK,1,1
1430,ABB LIMITED A/C IAPI A/C HZL ZAWAR MINES,IDTO,1280,AM,1,1
1431,GE T&D LIMITED AC CPCL,RN,1390,NK,1,0
1432,CARBORUNDUM,RS,5200,AM,1,0
1433,SPECTRUM,RS,55,NK,0,0
1434,ENARAYAN,RS,55,NK,1,0
1435,ABB GERMANY,EXP,47,AM,1,0
1436,ABB SWITZERLAND,EXP,600,AM,1,0
1437,AGS POWER SOLUTIONS,RW,1256,NK,1,1
1438,FL SMIDTH PVT LIMITED,RC,910,AM,1,0
1439,LECON ENERGETICS,RS,100,NK,1,0
1440,ABB SOUTH AFRICA,EXP,600,AM,1,0
1441,VAMAN AUTOMATION,RC,28,NK,1,0
1442,BNC POWER PROJECTS LIMITED A/C MSETCL,RW,12780,NK,0,0
1443,NEW INDIA ELECTRICALS,RS,219,NK,1,0
1444,VEDANTA LIMITED A/C STERLITE,RC,2120,RU,1,1
1445,ABB LIMITED A/C PGHVS A/C MCPI,IDTO,200,AN,0,1
1446,SIEL CHEMICAL COMPLEX,RN,82,NK,1,0
1447,ABB INDIA LIMITED A/C IA OG A/C LnT BPCL,IDTO,4600,AN,1,1
1448,ABB SOUTH AFRICA,EXP,110,AM,1,0
1449,MUDBHARY JOSHI SHANDONG,EXP,4600,NK,1,0
1450,ABB SWITZERLAND,EXP,2700,AM,1,0
1451,SHREE CEMENT LIMITED,RN,500,AN,1,0
1452,INELEC ENGINEERS,RS,588,NK,1,1
1453,ABB ABU DHABI,EXP,159,AM,1,0
1454,ABB SWEDEN,EXP,211,AM,1,0
1455,ABB UK,EXP,149,AM,1,0
1456,ABB UK,EXP,63,AM,1,0
1457,SPECTRUM CONSULTANTS,RS,217,NK,0,0
1458,LNV TECHNOLOGY,RC,600,NK,1,0
1459,ABHINAV ENTERPRISES A/C JAIDEEP ISPAT,RW,853,AN,1,1
1460,HARTEK POWER PRIVATE LIMITED,RN,3600,NK,0,0
1461,LECON ENERGETICS,RS,82,NK,1,0
1462,EAST INDIA UDYOG LIMITED,RN,8000,NK,0,0
1463,ABB SOUTH AFRICA A/C CHEMAF,EXP,1440,AM,1,0
1464,ABB TURKEY,EXP,104,AM,1,0
1465,ABB TURKEY,EXP,271,AM,1,0
1466,ABB TURKEY,EXP,1440,AM,1,0
1467,ABB TURKEY,EXP,2200,AM,1,0
1468,ABB TURKEY,EXP,7857,AM,1,0
1469,DUBEY TRADING ENGINEERS,RN,70,NK,1,0
1470,JYOTI ELECTRICALS,RS,365,NK,0,0
1471,JYOTI ELECTRICALS,RS,730,NK,0,0
1472,SHIRDI SAI ELECTRICALS,RS,513,NK,0,0
1473,PLR PROJECTS,RS,664,NK,0,0
1474,SPML INFRA,RE,264,NK,0,0
1475,ABB CANADA,EXP,420,AM,1,0
1476,LEVIN ELECTRICALS,RS,828,RU,0,0
1477,INELEC ENGINEERS,RS,305,NK,1,1
1478,SRIVARI AGENCIES,RC,72,NK,1,1
1479,PROMAC ENGINEERING,RS,46,AM,1,1
1480,ARVEE ELECTRICALS ,RW,520,NK,1,0
1481,NIKUM ENERGY,RN,24,NK,1,0
1482,KSEB,RS,325,NK,0,0
1483,ABB LIMITED A/C PGCIL MEERUT,RN,900,NK,0,1
1484,SIEMENS LIMITED,RN,2500,NK,0,0
1485,SUVIRE ELECTRIC,RC,23860,RU,1,1
